"id","name"
11802,"бургунди/золотистый/розовый/темно-красный"
11803,"белый/бежевый/злотистый"
11804,"белый/бежевый/золотистый"
11805,"синий/серый/золотистый"
11806,"бежевый/белый/золотистый"
11807,"серый/голубой/бежевый/розовый/золотистый"
11808,"синий/золотистый"
11809,"синий/золотистый/серый"
11810,"красный/фиолетовый"
11811,"коричневый, золтистый"
11812,"графит"
11813,"темно-серый, черный"
11814,"черный, графит"
11815,"блокнот- кремовый, ручка- кремовый/золотистый"
11816,"блокнот- черный, ручка- черный/золотистый"
11817,"белый/синий/красный/серый/графит"
11818,"синий/белый/серый/графит"
11819,"синий/красный/белый/серебристый"
11820,"серый/черный/серебристый"
11821,"синий/красный/белый/золотистый"
11822,"черный, темо-синий"
11823,"черный, темно-синий, серебристый"
11824,"черный, тесно-синий, серебристый"
11825,"белый, синий"
11826,"бордовый, синий"
11827,"золотистый, бордовый"
11828,"золотистый, синий"
11829,"золотистый, бежевый"
11830,"бургунди/розовый"
11831,"бежевый/белый"
11832,"корпус- темно-серый, циферблат- темно-серый, крепление- черный"
11833,"корпус- черный/золотистый, циферблат- черный, крепление- черный/золотистый"
11834,"корпус- черный/серебристый, циферблат- белый, крепление- черный/серебристый"
11835,"черный, темно-серый"
11836,"золотистый, белый"
11837,"золотистый, янтарный"
11838,"серебристый, черный"
11839,"кремовый/золотистый"
11840,"черный, кристальный"
11841,"синий/красный/белый"
11842,"золотистый, черный"
11843,"корпус- серебристый, циферблат- черный/темно-синий, крепление- черный"
11844,"корпус- серебристый, циферблат- белый, крепление- черный"
11845,"корпус- серебристый, циферблат- черный, крепление- черный"
11846,"черный, темносиний, серебристый"
11847,"черный, темно-синий"
11848,"белый, розовый, синий"
11849,"белый/серый/черный/синий/красный"
11850,"черный прозрачный/серый"
11851,"прозрачный/серый"
11852,"синий прозрачный/серый"
11853,"медно-красный"
11854,"черный, серебристый, светло-коричневый"
11855,"серый яркий"
11856,"черный/ярко-синий/серый/белый"
11857,"черный, натуральный/серебристый"
11858,"черный/синий/оранжевый/лайм"
11859,"черный/серебристый/прозрачный"
11860,"черный/белый/серебристый"
11861,"черный/ярко-синий/серебристый"
11862,"синий, серебристый"
11863,"красный, серебристый"
11864,"зеленый, серебристый"
11865,"ярко-синий/серый/серебристый"
11866,"белый/серый/серебристый"
11867,"натуральный/темно-синий"
11868,"ярко-синий/белый/серебристый"
11869,"лайм/белый/серебристый"
11870,"желтый прозрачный/белый"
11871,"лайм прозрачный/белый"
11872,"розовый прозрачный/белый"
11873,"ярко-синий/серый"
11874,"лайм/серый"
11875,"черный/светло-зеленый"
11876,"серый/серебристый"
11877,"ярко-лиловый"
11878,"оранжево-желтый"
11879,"зеленый армейский/белый"
11880,"небесно-голубой"
11881,"небесно-голубой/белый"
11882,"темно-красный"
11883,"джинс/белый"
11884,"джинсовый/белый"
11885,"белый/светло-серый"
11886,"темно-серый/серый"
11887,"синий классический "
11888,"бронзовый"
11889,"красный металлик"
11890,"золотистый глянцевый"
11891,"серебристый/черный/серый"
11892,"вишневый светлый/черный"
11893,"пурпурный/черный"
11894,"небесно-голубой/черный"
11895,"светло-зеленый/черный"
11896,"сливовый/черный"
11897,"белый/голубой"
11898,"белый/фуксия"
11899,"бордовый/серебристый"
11900,"зеленое яблоко/серебристый"
11901,"сильвер шайн"
11902,"темно-синий/серебристый"
11903,"темно-зеленый/золотистый"
11904,"салатовый/черный"
11905,"белый/зеленое яблоко/серебристый"
11906,"белый/салатовый"
11907,"синий/золотистый/черный"
11908,"зеленое яблоко/золотистый/черный"
11909,"серебристый/золотистый/черный"
11910,"оранжевый/золотистый/черный"
11911,"зеленое яблоко/золотистый"
11912,"оранжевый/золотистый"
11913,"серый/зеленое яблоко"
11914,"красный/темно-серый"
11915,"синий/темно-серый"
11916,"зеленый/темно-серый"
11917,"белый/темно-серый"
11918,"оранжевый/темно-серый"
11919,"черный/темно-серый"
11920,"желтый/темно-серый"
11921,"голубой/темно-серый"
11922,"фиолетовый/темно-серый"
11923,"хаки/черный"
11924,"черный/серебристый/оранжевый"
11925,"черный, желтый, дерево"
11926,"зеленый/красный/желтый"
11927,"зеленый/красный/желтый/белый"
11928,"крафт"
11929,"крафт/черный"
11930,"белый, серебристый"
11931,"оранжевый, серебристый"
11932,"серый, серебристый"
11933,"оранжевый/черный/прозрачный"
11934,"зеленое яблоко/черный/прозрачный"
11935,"синий/черный/прозрачный"
11936,"неоновый желтый"
11937,"бургунди/серебристый"
11938,"белый/синий/красный"
11939,"белый/разноцветный"
11940,"прозрачный/бордовый"
11941,"коричневый, серебристый"
11942,"матовый платиновый"
11943,"коричневый, серебристый, золотистый"
11944,"золотистый/прозрачный"
11945,"золотистый/серебристый"
11946,"бронзовый/белый"
11947,"бронза с чернением/серый"
11948,"бронза с чернением/серебристый"
11949,"бронза с чернением"
11950,"красный/синий"
11951,"светло-коричневый, серебристый"
11952,"пудровый/золотистый"
11953,"серый/коричневый"
11954,"золотисто-желтый"
11955,"дерево"
11956,"красный/фиолетовый/бежевый"
11957,"крафт глянцевый"
11958,"синий глянцевый"
11959,"черный глянцевый"
11960,"красный глянцевый"
11961,"зеленый глянцевый"
11962,"серебристый глянцевый"
11963,"белый глянцевый"
11964,"оранжевый глянцевый"
11965,"золотистый/бордовый"
11966,"серебристый/золотистый/красный"
11967,"золотистый/голубой"
11968,"черный/золотистый/серебристый"
11969,"серебристый, черный/белый"
11970,"черный/деревянный"
11971,"белый/черный/деревянный"
11972,"черный/прозрачный/красный"
11973,"серебристый/черный/прозрачный/красный"
11974,"серебристый/черный/белый"
11975,"черный/коричневый/серебристый"
11976,"индиго/серебристый"
11977,"кремовый/красный/разноцветный"
11978,"красный/разноцветный"
11979,"светло-коричневый/кремовый"
11980,"неоново-розовый прозрачный/серый"
11981,"неоново-зеленый прозрачный/серый"
11982,"ярко-синий прозрачный/серый"
11983,"черный/желтый/серебристый"
11984,"серебристый/натуральный"
11985,"прозрачный, черный/серебристый"
11986,"серебристый матовый"
11987,"натуральный/коричневый"
11988,"темно-синий/черный/белый"
11989,"красный/черный/белый"
11990,"оливковый/черный"
11991,"светло-серый/темно-серый"
11992,"синий/серый/черный/серебристый"
11993,"красный/серый/черный/серебристый"
11994,"белый/серый/черный/серебристый"
11995,"черный/белый/серебристый/бежевый"
11996,"красный/белый/черный/серебристый/бежевый"
11997,"ярко-синий/белый/черный/серебристый/бежевый"
11998,"прозрачный/красный/золотистый"
11999,"зеленый армейский"
12000,"коричневый/белый"
12001,"прозрачный матовый"
12002,"желтый матовый"
12003,"красный матовый"
12004,"синий матовый"
12005,"зеленый матовый"
12006,"светло-розовый/прозрачный"
12007,"глянцевый красный"
12008,"глянцевый синий"
12009,"стальной"
12010,"черный/золотисто-желтый"
12011,"красный/стальной"
12012,"темно-синий/стальной"
12013,"темно-синий/зеленое яблоко"
12014,"черный/стальной"
12015,"ярко-синий прозрачный"
12016,"оранжевый прозрачный "
12017,"розовый прозрачный"
12018,"зеленый/серый"
12019,"белый/прозрачный/серебристый"
12020,"ярко-синий/черный/белый"
12021,"лайм/черный/белый"
12022,"оранжевый/черный/белый"
12023,"серый/черный/прозрачный"
12024,"светло-синий/серебристый"
12025,"темно-серый/серебристый"
12026,"сливовый/серебристый"
12027,"черный/прозрачный/серебристый"
12028,"ярко-синий/прозрачный/серебристый"
12029,"красный/прозрачный/серебристый"
12030,"оранжевый/прозрачный/серебристый"
12031,"серый/прозрачный/серебристый"
12032,"оливковый/черный/серебристый"
12033,"розовое золото/черный/серебристый"
12034,"серебристый/ярко-синий/черный"
12035,"серебристый/оранжевый/черный"
12036,"серебристый/темно-серый"
12037,"зеленый лайм/черный"
12038,"серебристый/ярко-синий"
12039,"серебристый/розовый"
12040,"черный/лайм/серебристый"
12041,"черный/бежевый"
12042,"темно-синий/бежевый"
12043,"красный/бежевый"
12044,"зеленый/бежевый"
12045,"черный/серый/лайм"
12046,"черный/серый/синий"
12047,"серый/темно-красный"
12048,"серый/лайм"
12049,"натуральный/фуксия"
12050,"зеленый/бежевый/черный"
12051,"красный/бежевый/черный"
12052,"ярко-синий/бежевый/черный"
12053,"пурпурный/бежевый/черный"
12054,"черный/насыщенный синий"
12055,"ярко-синий/белый/черный"
12056,"красный/белый/черный"
12057,"лайм/белый/черный"
12058,"темно-синий/желтый"
12059,"медный/черный"
12060,"медный/серебристый"
12061,"синий/серебристый/черный"
12062,"натуральный/черный, прозрачный"
12063,"черный, светло-коричневый, серебристый"
12064,"корпус- серебристый, циферблат- кремовый, крепление- светло-коричневый"
12065,"корпус- серебристый, циферблат- синий, крепление- коричневый"
12066,"корпус- белый, циферблат- белый, крепление- белый"
12067,"корпус- розовое золото, циферблат- черный, крепление- черный"
12068,"корпус- черный, циферблат- черный, крепление- черный"
12069,"корпус- темно-серый, циферблат- синий, крепление- темно-серый"
12070,"корпус- серебристый, циферблат- серебристый, крепление- серебристый"
12071,"корпус- розовое золото, циферблат- комбинированный, крепление- розовое золото"
12072,"корпус- желтое золото, циферблат- серебристый, крепление- желтое золото"
12073,"серебристый/темно-коричневый"
12074,"камуфляж, коричневый/серебристый"
12075,"камуфляж"
12076,"темно-синий/натуральный"
12077,"серебристый/зеленый/золотистый"
12078,"светло-розовый"
12079,"темно-синий/серебристый/бордовый"
12080,"золотистый/коричневый/черный"
12081,"черный/ серебристый"
12082,"бирюзовый/серебристый"
12083,"антрацит/серебристый"
12084,"черный матовый"
12085,"медный/золотистый"
12086,"черный/ коричневый/ серебристый"
12087,"красное дерево/черный/золотистый"
12088,"серебристый/кремовый"
12089,"черный/графит"
12090,"серый/черный, серебристый"
12091,"темно-синий, черный"
12092,"темно-синий, серебристый"
12093,"серый, черный"
12094,"серый/черный, графит"
12095,"графит, черный"
12096,"черный, графит, серебристый"
12097,"бежевый/золотистый"
12098,"бургунди/золотистый"
12099,"темно-синий/золотистый"
12100,"серый/золотистый"
12101,"розовый/золотистый"
12102,"черный/темно-серый/серебристый"
12103,"черный/розовое золото"
12104,"бургунди, золотистый"
12105,"бежевый, золотистый"
12106,"темно-серый, черный/графит"
12107,"кремовый, золотистый"
12108,"темно-серый, серебристый"
12109,"кремовый, серебристый"
12110,"бургунди, серебристый"
12111,"черный, розовое золото"
12112,"серый/черный, черный/серебристый"
12113,"nan"
12114,"темно- серый/светло- серый"
12115,"серый/зеленый/серебристый"
12116,"сливовый"
12117,"розовый/серый"
12118,"черный/фуксия"
12119,"синий/черный/бирюзовый"
12120,"красный/серый/черный"
12121,"серый камуфляж"
12122,"темно-зеленый"
12123,"кирпичный"
12124,"золотистый/серый"
12125,"золотистый/коричневый, черный"
12126,"прозрачный, золотистый, черный"
12127,"прозрачный, золотистый"
12128,"синий/натуральный"
12129,"красный/натуральный"
12130,"зеленый/натуральный"
12131,"темно-болотный"
12132,"прозрачный/красный/серебристый"
12133,"бордовый, серебристый"
12134,"черный, индиго"
12135,"черный, коричневый, золотистый"
12136,"черный, коричневый, серебристый"
12137,"венге"
12138,"коричневый/бордовый"
12139,"розовое золото"
12140,"прозрачный, серебристый"
12141,"сиреневый"
12142,"бирюзовый/черный"
12143,"серебристый металлик/серебристый"
12144,"бежевый металлик/серебристый"
12145,"красный металлик/серебристый"
12146,"черный металлик/серебристый"
12147,"бежевый/серебристый"
12148,"рыжий/серебристый"
12149,"бирюзовый металлик/серебристый"
12150,"розовый металлик/серебристый"
12151,"сиреневый/серебристый"
12152,"бронзовый/серебристый"
12153,"серо-голубой/серебристый"
12154,"золотистый матовый/золотистый"
12155,"белый матовый/золотистый"
12156,"серый матовый/золотистый"
12157,"черный матовый/золотистый"
12158,"бордовый матовый/золотистый"
12159,"пушечная сталь/серебристый"
12160,"черный/оружейный хром"
12161,"медно-рыжий"
12162,"черный/пушечная сталь"
12163,"розовое золото/серебристый"
12164,"коричневый/розовое золото"
12165,"оружейная сталь/золотистый"
12166,"оружейная сталь/черный/золотистый"
12167,"белый(молочный)/серый"
12168,"синий navy"
12169,"белый/серебристый/серый"
12170,"зеленый, коричневый, желтый, красный, белый"
12171,"красный/светло-серый"
12172,"темно-серый/светло-серый"
12173,"серый/светло-серый"
12174,"синий, розовое золото"
12175,"черный, коричневый"
12176,"зеленый, золотистый"
12177,"зеленый/белый/золотистый"
12178,"темно-коричневый, золотистый"
12179,"темно-синий, золотистый"
12180,"бесцветный"
12181,"серый мраморный"
12182,"черный металик матовый"
12183,"серебристый металик матовый"
12184,"ярко-синий металик матовый"
12185,"красный металик матовый"
12186,"лайм металик матовый"
12187,"хром"
12188,"белый, натуральный"
12189,"разноцветный, зеленый"
12190,"разноцветный, желтый"
12191,"разноцветный, красный"
12192,"разноцветный, синий"
12193,"разноцветный, натуральный"
12194,"разноцветный, коричневый"
12195,"натуральный, коричневый"
12196,"натуральный, белый"
12197,"натуральный, серый"
12198,"голубой/натуральный"
12199,"желтый/натуральный"
12200,"черный, серый"
12201,"голубой/синий/желтый"
12202,"прозрачный, черный"
12203,"прозрачный, синий"
12204,"прозрачный, красный"
12205,"прозрачный, зеленый"
12206,"прозрачный/ лайм/белый"
12207,"белый, черный, прозрачный, лайм"
12208,"черный, прозрачный"
12209,"черный, серый, красный"
12210,"белый, светло-коричневый"
12211,"прозрачный, светло-коричневый"
12212,"прозрачный/лайм"
12213,"темно-синий/коричневый"
12214,"красный/коричневый"
12215,"джинс"
12216,"ярко-зеленый"
12217,"зеленый папоротник"
12218,"зеленый лесной"
12219,"шоколадно-коричневый"
12220,"серый графитовый"
12221,"корпус- серебристый/черный, циферблат- черный, крепление- черный"
12222,"бордовый/коричневый, серебристый"
12223,"черный/бордовый, серебристый, коричневый"
12224,"темно-коричневый/черный"
12225,"светло-коричневый/белый"
12226,"светло-коричневый/желтый"
12227,"светло-коричневый/черный"
12228,"рыжий"
12229,"зеленое яблоко/бежевый/белый"
12230,"синий/бежевый"
12231,"натуральный/орех"
12232,"оранжевый матовый"
12233,"зеленое яблоко матовый"
12234,"черный/светло голубой"
12235,"черный матовый/серебристый"
12236,"оливковый"
12237,"бурый"
